name,address,icon,userComment,rating,tags,photos
"Le Pantruche","3 Rue Victor Massé, 75009 Paris, France","restaurant","","","À essayer#Restaurant",""
"Fraîche","8 Rue Vicq d'Azir, 75010 Paris, France","restaurant","","","À essayer#Restaurant",""
"Septime","80 Rue de Charonne, 75011 Paris, France","restaurant","","","Restaurant#À essayer",""
"Le Galopin","34 Rue Sainte-Marthe, 75010 Paris, France","restaurant","","","À essayer#Restaurant",""
"Pierre Sang in Oberkampf","55 Rue Oberkampf, 75011 Paris, France","restaurant","","","À essayer#Restaurant",""
"ISANA PARIS","7 Rue Bourdaloue Paris 75009","restaurant","","","À essayer#Restaurant#Latino",""
"Chair de Poule","141 Rue Saint-Maur 75011 Paris France","restaurant","","","À essayer#Bar",""
"Benoît Castel","150 Rue de Ménilmontant, 75020 Paris, France","restaurant","","","À essayer#Brunch",""
"a la folie","26 Avenue Corentin Cariou Paris France","restaurant","","","À essayer#Bar",""
"Le Bar A Bulle De La Machine Du Moulin Rouge","90 Boulevard de Clichy, 75018 Paris, France","generic","","","Brunch#Bar#À essayer",""
"Restaurant Bar Palissade","36 Rue de Sambre et Meuse Paris France","restaurant","","","À essayer#Bar",""
"By Sophie","50 Rue Jean-Pierre Timbaud 75011 Paris France","shopping","","","Mercerie",""
"L'Imagigraphe","84 Rue Oberkampf 75011 Paris France","library","","","Librairie",""
"Libralire","116 Rue Saint-Maur, 75011 Paris, France","shopping","","","Librairie",""
"Les Garnier Canales","42 Rue des Couronnes, Paris, France","generic","","","Moi",""
