name,address,icon,userComment,rating,tags,photos
"Caffè Al Bicerin","Piazza della Consolata 5, 10122 Torino, Italia","cafe","","","À essayer#Cafe",""
"8 sapori","Via Po 28E, 10123 Turin Piémont, Italie","generic","Raviolis faits maison","","À essayer#Restaurant",""
"Imbarchino","Viale Umberto Cagni 37, 10126 Torino, Italia","generic","","","À essayer#Cafe#Restaurant#Parc & Nature",""
"Le Danube Palace Café","12 Rue de la Solidarité, 75019 Paris, France","restaurant","","","À essayer#Bar#Coworking",""
"Lichette","381 Rue des Pyrénées, 75020 Paris, France","restaurant","","","À essayer#Restaurant",""
"Jackpot","10 Rue des Haudriettes, 75003 Paris, France","restaurant","","","Restaurant",""
"COMPADRE","14 Boulevard de Bonne Nouvelle, 75010 Paris, France","restaurant","","","À essayer#Grignotage#Latino",""
"BOOM BOOM VILLETTE","30 Av. Corentin Cariou, 75019 Paris, France","generic","","","À essayer#Coworking",""
"Anavrine","120 Avenue Gambetta, 75020 Paris, France","generic","","","À essayer#Restaurant",""
"Sauvage (164 Sauvage)","164 Rue du Faubourg Saint-Antoine, 75012 Paris, France","restaurant","","","À essayer#Bar#Restaurant",""
"Neuvième Sauvage","20 Rue Gérando, 75009 Paris, France","restaurant","","","À essayer#Bar#Restaurant",""
"Belleville Sauvage","112 Boulevard de Belleville, 75020 Paris, France","wine","","","À essayer#Bar#Restaurant",""
"Le 138 sauvage","138 Rue du Faubourg Saint-Antoine, 75012 Paris, France","generic","","","À essayer#Bar#Restaurant",""
"99sauvage","99 Rue du Faubourg Saint-Denis, 75010 Paris, France","restaurant","","","À essayer#Bar#Restaurant",""
"Café Hubert maudit","Rue de Bièvre, 75005 Paris, France","generic","","","À essayer#A voir#Insolite",""
"Neko Ramen Green","31 Rue de Paradis, 75010 Paris, France","restaurant","","","Restaurant",""
"Immeuble Pereire","52 Rue Raynouard, 75016 Paris, France","generic","","","À essayer#A visiter",""
"Maison De Balzac","47 Rue Raynouard, 75016 Paris, France","museum","","","À essayer#A visiter",""
"Ya Lamai","16 Rue Dupetit-Thouars, 75003 Paris, France","restaurant","Thaï 
Endroit où sympa 
Agréable pour TT si ouvert?","","À essayer#Restaurant#Coworking",""
"Café lune","57 Rue de Ménilmontant, 75020 Paris, France","generic","","","À essayer#Grignotage#Tranquilou#Cafe",""
"Umi Ramen","43 Rue Pierre Fontaine, 75009 Paris, France","restaurant","","","À essayer#Restaurant",""
"Jardin de Boboli","Piazza dei Pitti 1, 50125 Firenze, Italia","generic","","","À essayer#A voir#Parc & Nature",""
"Rijksmuseum","Museumstraat 1, 1071 XX Amsterdam, Pays-Bas","generic","Bibliothèque trop belle","","À essayer#A visiter#Musee",""
"Les goupilleres","Lieu-dit Les Goupillères, 37190 Azay-le-Rideau, France","generic","Village ferme troglodyte","","À essayer#Parc & Nature",""
"Frac","503 Avenue des Bancs de Flandres, 59140 Dunkerque, France","generic","","","À essayer#Restaurant",""
"La Moule Rit","175 Digue de Mer, 59140 Dunkerque, France","restaurant","","","À essayer#Restaurant",""
"Griffon","55bis Rue des Francs Bourgeois, 75004 Paris, France","restaurant","","","À essayer#Cafe#Restaurant",""
"Holybelly","19 Rue Lucien Sampaix, 75010 Paris, France","restaurant","","","À essayer#Brunch#Cafe#Kids",""
"Crêperie de l'Ancienne Poste","98 Avenue du Général Leclerc, 92340 Bourg-la-Reine, France","restaurant","","","À essayer#Kids#Restaurant",""
"Boulom","181 Rue Ordener, 75018 Paris, France","restaurant","Enfant 1€5x anniv","","À essayer#Restaurant#Kids",""
"LE KASHMIR","44 Rue St-Agnan, 58200 Cosne-Cours-sur-Loire, France","restaurant","","","Restaurant",""
"Le Bar'Bu","26 Boulevard de la République, 58200 Cosne-Cours-sur-Loire, France","nightclub","","","À essayer#Restaurant",""
"Le Rigodon","10 Rue des Trois Bornes, 75011 Paris, France","restaurant","Fermier raisonne circuit court fait mat","","À essayer#Restaurant#Sandwich",""
"Les Grands Gamins","19 Rue de Cléry, 75002 Paris, France","nightclub","","","À essayer#Jeux",""
"Lac de Sainte-Croix","Lac de Sainte-Croix, Alpes-de-Haute-Provence, France","generic","Conseil pao et clara ","","À essayer#Parc & Nature",""
"Ernest","4 Impasse de Joinville, 75019 Paris, France","generic","","","À essayer#Restaurant",""
"CHEFFES","6 Rue Albert Giry, 93230 Romainville, France","restaurant","Cité Maraichere de 6 étages : resto pas cher ","","À essayer#Restaurant",""
"Les Trois Tricoteurs","7 Rue du Chemin de Fer, 59100 Roubaix, France","generic","Café tricot jeux","","À essayer#Bar#Restaurant#Tranquilou#Jeux",""
"Mokonuts","5 Rue Saint-Bernard, 75011 Paris, France","cafe","Cookies ","","À essayer#Boulangerie",""
"TRANCHE","12 Rue de la Visitation, 35000 Rennes, France","restaurant","Bar à salade trop bon","","Restaurant",""
"Paolo et Clara","31 Rue de la Méditerranée, 34070 Montpellier, France","generic","","","Les copains",""
"Elo et Alex","3 Rue de la Bleunière, 49140 Rives-du-Loir-en-Anjou, France","generic","","","Les copains",""
"Marie et Etienne","5 Lieu-dit Rapion, 85290 Mortagne-sur-Sèvre, France","generic","","","À essayer#Les copains",""
"Ezra","21 Quai de la Croix, 29900 Concarneau, France","generic","Ezra Juliette et Naïm","","À essayer#Les copains",""
"Famille Normand","Plougastel, 29410 Guiclan, France","generic","Famille Normand","","À essayer#Les copains",""
"Wild & The Moon","138 Rue Amelot, 75011 Paris, France","restaurant","Vegan ","","À essayer#Grignotage#Cafe#Restaurant",""
"Folie piment ","Rue de Montreuil, 75011 Paris, France","generic","","","À essayer#Restaurant",""
"Chez christiane","9 Rue de Navarin, 75009 Paris, France","generic","Ancienne maison close specialisee sadomasochisme","","À essayer#Insolite#Monument",""
"Des Rêves et du Pain","10 Rue Eugène Lisbonne, 34000 Montpellier, France","bakery","","","À essayer#Boulangerie",""
"La Place Verte","105 Rue Oberkampf, 75011 Paris, France","cafe","","","Cafe#Bar#Restaurant",""
"La Cafête Perchée","59 Avenue de la République, 75011 Paris, France","cafe","","","À essayer#Cafe",""
"Petit Bruit","51 Avenue Gambetta, 75020 Paris, France","nightclub","","","À essayer#Bar#Cafe",""
"L'Autel du Culte de Bouddha","37 Rue du Disque, 75013 Paris, France","worship","Temple dans parking","","À essayer#A visiter#Monument",""
"La Siest’in","47 Boulevard Paul Peytral, 13006 Marseille, France","cafe","","","Grignotage#Tranquilou",""
"Pain salvador","28 Boulevard Louis Salvator, 13006 Marseille, France","generic","","","À essayer#Boulangerie#Cafe",""
"GROTTE COSQUER","Port de Marseille Fos, 7 Promenade Robert Laffont, 13002 Marseille, France","museum","","","À essayer#A visiter#Kids#Musee#Parc & Nature",""
"Muséum d'Histoire Naturelle (Musée d'Histoire Naturelle de Marseille)","Palais Longchamp-Boulevard Longchamp, 13004 Marseille, France","museum","","","À essayer#A visiter#Kids#Musee",""
"FRUITEA","32 Rue Jean Jacques Rousseau, 34000 Montpellier, France","restaurant","Bubble tea/café thé mochi 
Minus cool","","À essayer#Cafe",""
"Tempo-Bar a Falafel","10 Rue de la Friperie, 34000 Montpellier, France","supermarket","","","À essayer#Restaurant",""
"pavés de bois","81 Rue Saint-Maur, 75011 Paris, France","generic","Vestiges pavés de bois dans la cour","","À essayer#A voir#Insolite",""
"Broc Café Montpellier","2 Boulevard Henri IV, 34000 Montpellier, France","beer","","","À essayer#Cafe#Restaurant",""
"Jardin des plantes de Montpellier","163 Rue Auguste Broussonet, 34090 Montpellier, France","generic","","","Parc & Nature",""
"Game Taverne","22 Rue de Candolle, 34000 Montpellier, France","nightclub","","","À essayer#Jeux",""
"Baraka Jeux","80 Allée Ulysse, 34000 Montpellier, France","cafe","","","À essayer#Jeux",""
"Voyage au Bout de la Cime","17 Place des Patriotes, 34070 Montpellier, France","generic","Acrobranche","","À essayer#Jeux#Kids#Parc & Nature",""
"Parc Naturel du Mejean","Le Clos des Ormes, 34970 Lattes, France","forest","Flamands roses","","À essayer#Parc & Nature",""
"Mook","40 Rue de Tourtille, 75020 Paris, France","cafe","","","Coworking",""
"Moxy Paris Bastille","34/36 Rue St-Sabin, 75011 Paris, France","lodging","","","À essayer#Coworking",""
"Totuma","17 Rue Alexandre Dumas, 75011 Paris, France","restaurant","Vénézuélien ","","À essayer#Restaurant",""
"Les Ogres","253 Boulevard Voltaire, 75011 Paris, France","restaurant","","","À essayer#Restaurant",""
"Laïa","226 Boulevard Voltaire, 75011 Paris, France","restaurant","","","À essayer#Chic#Restaurant",""
"adraba","40 Rue Véron, 75018 Paris, France","restaurant","Israélien conseillé par olivier","","À essayer#Restaurant",""
"The Place To. Gare de l'Est","131 Rue du Faubourg Saint-Martin, 75010 Paris, France","wine","","","À essayer#Coworking",""
"Hôtel Barrière Le Fouquet's Paris","46 Avenue George V, 75008 Paris, France","lodging","Arrire rue vernet ?
Batiment troppe l’oeil bas relief","","À essayer#A voir#Insolite",""
"Cantine Sauvage","177 Avenue du Président Wilson, 93200 Saint-Denis, France","restaurant","","","Restaurant",""
"Blabla","66 Rue Blanche, 75009 Paris, France","cafe","","","Cafe#Restaurant",""
"2Day","42 Rue du Faubourg du Temple, 75011 Paris, France","restaurant","Pancakes dans décor en 2D","","À essayer#Brunch",""
"EL-DE-Haus","Appellhof-Platz 23, 50667 Köln, Deutschland","museum","Musée de la gestapo","","À essayer#A visiter#Musee",""
"Hinoki","24 Rue Richer, 75009 Paris, France","generic","Mode jap traditionnel tatami et petit thé","","À essayer#Coworking",""
"Passage Puteaux","33 Passage Puteaux, 75008 Paris, France","monument","Passage couvert","","À essayer#A voir#Monument",""
"Campagne","32 bis Rue des Lois, 31000 Toulouse, France","restaurant","","","À essayer#Restaurant",""
"Cendrillon","50 Rue Piat, 75020 Paris, France","restaurant","Assiettes à partager
Reservation obligatoire
Bon plan : grande table carrée pour 14 personnes dans salle à part","","À essayer#Restaurant",""
"Galerna","7 Rue du Cher, 75020 Paris, France","restaurant","Meilleures croquetas de paris parait-il","","À essayer#Restaurant",""
"Nelson's","16 Rue Coquillière, 75001 Paris, France","nightclub","Cher mais bon et endroit très cool. Top pour bosser","","Coworking#Restaurant#Tranquilou",""
"Dizen","27 Rue Pierre Fontaine, 75009 Paris, France","restaurant","Sandwich israélien ","","À essayer#Grignotage",""
"TiTi Palacio","17 Boulevard Morland, 75004 Paris, France","restaurant","","","À essayer#Coworking",""
"devanture art nouveau","51 Rue Jean Bellegambe, 59500 Douai, France","generic","","","À essayer#A voir#Monument",""
"Hakata Choten","16 Rue de la Grande Truanderie, 75001 Paris, France","restaurant","Ramen et gyozas trop bons","","À essayer#Restaurant",""
"Cafe pinpin","17 Rue des Panoyaux, 75020 Paris, France","generic","","","À essayer#Cafe#Tranquilou",""
"Moulin du Got","677 Le Pénitent, 87400 Saint-Léonard-de-Noblat, France","museum","Moulin à papier, visite création papier et imprimerie","","Insolite",""
"Château de Ligoures","Ligoure, 87110 Le Vigen, France","generic","","","Hotel#Parc & Nature#Les copains",""
"Uzerche","19140 Uzerche, France","bus","","","À essayer#Village mignon",""
"blockhaus","Avenue du Maréchal Fayolle, 75116 Paris, France","generic","","","À essayer#Monument#Insolite",""
"Combo","Cannaregio, Sestiere Cannaregio, 4878, 30121 Venezia VE, Italia","lodging","Couvent au étage de jeunesse","","À essayer#Hotel",""
"Dillia","1 Rue d'Eupatoria, 75020 Paris, France","restaurant","","","Restaurant",""
"Annette K.","Port de Javel Bas, 75015 Paris, France","generic","","","À essayer#Coworking",""
"Boulangerie Blavette","2 Rue Chaptal, 75009 Paris, France","bakery","","5","Boulangerie",""
"Umami Matcha Café","22 Rue Béranger, 75003 Paris, France","restaurant","","","À essayer#Restaurant",""
"Ancien Portail De L’abatoir","71 Rue Brancion, 75015 Paris, France","generic","","","À essayer#Monument",""
"Halles De L’angien Marche Aux Chevaux","80 Rue Brancion, 75015 Paris, France, 75015 Paris, France","generic","","","À essayer#Monument",""
"Chapelle Du Clos Des Lombards","15 Rue des Carmes, 75005 Paris, France, 75005 Paris, France","generic","","","À essayer#Monument",""
"La Fontasse","13260 Marseille, France","lodging","Auberge de jeunesse cool dans les calanques olivia
45min de marche tranquillou ","","À essayer#Hotel",""
"Aube","8 Rue de la Main d'Or, 75011 Paris, France","restaurant","Dingo","","À essayer#Restaurant",""
"Château de la Bussière","Rue du Château, 45230 La Bussière, France","generic","","","À essayer#Monument",""
"Camping De-s Berge-s De L'Yonne","51 Route de Clamecy, 89480 Coulanges-sur-Yonne, France","camping","Camping au bord de l’Yonne
Mini plage et guinguette à côté ","","À essayer#Parc & Nature",""
"La Guinguette","N 151 89480 Coulanges-sur-Yonne France","generic","","","À essayer#Bar#Restaurant#Tranquilou#Parc & Nature#Jeux",""
"lac du Bourdon","Réservoir du Bourdon, Yonne, France","generic","","","À essayer#Parc & Nature",""
"SACRIPANTI","10 Place du Connétable, 18300 Sancerre, France","restaurant","Italien à réserver ","","À essayer#Restaurant",""
"Abbaye De Corbigny","8 Rue de l'Abbaye, 58800 Corbigny, France","generic","","","À essayer#Monument#Musee",""
"Cpds PMU","15 Grande Rue, 58800 Corbigny, France","generic","PMU trop cool dans vieille maison ","","À essayer#Cafe#Tranquilou",""
"Bierbuik","19 Rue Royale, 59800 Lille, France","restaurant","Resto chef chouchou de Marlene 
Formule midi imbattable petit bistrot
En bas frites fast food (meilleures frites de Lilles avec plein de sauces)","","À essayer#Restaurant",""
"Le Bloempot","22 Rue des Bouchers, 59800 Lille, France","restaurant","Resto du chef chouchou de Marlene 
Bistronomie","","À essayer#Restaurant",""
"Gros Bao","72 Quai de Jemmapes, Paris 75010","restaurant","","","À essayer#Restaurant",""
"Chulita","41 Rue Jean-Pierre Timbaud, 75011 Paris, France","restaurant","Mecicain","","À essayer#Restaurant",""
"Anahuacalli","30 Rue des Bernardins, 75005 Paris, France","restaurant","Mexicain","","À essayer#Restaurant",""
"Los Güeros","28 Rue Saint-Ambroise, 75011 Paris, France","restaurant","Mexicain","","À essayer#Restaurant",""
"Meshica D.F.","15 Rue de la Villette, 75019 Paris, France","restaurant","Mexicaine ","","À essayer#Restaurant",""
"Gare Saint Sauveur Lille","17 Boulevard Jean-Baptiste Lebas, 59800 Lille, France","generic","","","À essayer#Musee",""
"Stazione Riomaggiore","Piazza Rio Finale 19017 Riomaggiore Italy","generic","","","À essayer#Village mignon",""
"Mistinguett","16 Rue de Clichy, 75009 Paris, France","restaurant","","","À essayer#Restaurant",""
"15 15bis","15B Rue du Parc de Montsouris, 75014 Paris, France","generic","","","À essayer#Monument",""
"Bibliothèque Mazarine","23 Quai de Conti, 75006 Paris, France","library","","","À essayer#Coworking",""
"Cafe Content","11 Rue Saint-Maur, 75011 Paris, France","restaurant","","","À essayer#Restaurant",""
"Yourte and Spa","Rue du Vaumorin, 37150 Chisseaux, France","generic","","","À essayer#Hotel",""
"Fabuloserie","Bourbonnais, 89120 Dicy, France","museum","","","À essayer#Musee#Parc & Nature",""
"Maison Metal Christophe Lab","26 Rue des Rondeaux, 75020 Paris, France, 75020 Paris, France","generic","","","À essayer#Insolite",""
"Chez Ramona","17 Rue Ramponeau, 75020 Paris, France","restaurant","Paella hyper bonne
Y aller en groupe ","","À essayer#Restaurant",""
"Gypse","26 Rue du Capitaine Dreyfus, 93100 Montreuil, France","restaurant","5 plats 59 midi et soir","","À essayer#Restaurant",""
"Trantranzai","94 Rue Saint-Denis, 75001 Paris, France","restaurant","Genre 3foia plus piment","","À essayer#Restaurant",""
"La Cantine Coreenne","58 Avenue de la République 75011 Paris France","generic","","","À essayer#Restaurant",""
"Neko Ramen","6 Rue de la Grange Batelière, 75009 Paris, France","restaurant","","","À essayer#Restaurant",""
"Yasube","9 Rue Sainte-Anne, 75001 Paris, France","restaurant","Brochettes
","","À essayer#Restaurant",""
"Aki Boulanger","16 Rue Sainte-Anne, 75001 Paris, France","restaurant","","","À essayer#Restaurant",""
"Aki Café","75 Rue Sainte-Anne, 75002 Paris, France","restaurant","","","À essayer#Restaurant",""
"Chez Mona","9 Rue de Vaugirard, 75006 Paris, France","cafe","","","À essayer#Cafe#Tranquilou#Restaurant",""
"Tour Enceinte Philippe Auguste","4 cour du commerce saint andré Paris","generic","Reste une tour de l’enceinte Philippe Auguste dans la cour du numéro 4","","À essayer#A voir#Monument",""
"Parc Départemental Georges Valbon","55 Avenue Waldeck Rochet 93120 La Courneuve France","generic","","","À essayer#Parc & Nature",""
"Saint-Sulpice","75006 Paris, France","generic","","","À essayer#A visiter#Monument",""
"Église de Saint Germain des Prés","75006 Paris, France","worship","Peintures de la nef","","À essayer#A visiter#Monument",""
"Le Lavatory Madeleine","Place de la Madeleine 75008 Paris France","generic","","","À essayer#A visiter#Monument",""
"Eglise du Saint-Esprit","186 Avenue Daumesnil 75012 Paris France","generic","","","À essayer#A visiter#Monument",""
"Paroisse Saint-Martin-des-Champs","36 Rue Albert Thomas, 75010 Paris, France","worship","","","À essayer#A visiter#Monument",""
"Narrow House","Square Claude Érignac, 76600 Le Havre, France, 76600 Le Havre, France","generic","","","À essayer#A visiter#Insolite",""
"Porte Dauphine","Paris, France","bus","Dernière entrée métro libellule d'origine ","","A voir#Insolite#Monument#À essayer#À essayer",""
"Musée Clemenceau","8 Rue Benjamin Franklin, 75016 Paris, France","museum","Appartement de Georges clemenceau ","","Musee#À essayer",""
"Ré Glisse","814 Avenue des Dunes, 17940 Rivedoux-Plage, France","generic","Sur la plage","","Bar#À essayer",""
"Tempero","5 Rue Clisson, 75013 Paris, France","restaurant","Resto cool. Bresilien","","Restaurant#À essayer",""
"Nosso","22 Promenade Claude Lévi-Strauss, 75013 Paris, France","restaurant","Meilleure cheffe brésilienne cool","","Restaurant#À essayer",""
"Kafeibaie","5 Rue Blondel 75003 Paris France","restaurant","(plutôt salon de thé tranquillou) ","","Coworking#Tranquilou#À essayer",""
"Shinko","21 Rue Vignon, Paris 75008","restaurant","Jpa a valonte un peu cher à reserver","","Tranquilou#À essayer",""
"Aujourd’hui Demain","42 Rue du Chemin Vert, 75011 Paris, France","restaurant","Burger vegan","","Restaurant#À essayer",""
"restaurant moncalm","75018 Paris, France","geocode","","","Restaurant#Chic#À essayer",""
"Doorkijkkerk","Grootloonstraat 2, 3840 Looz, Belgique","generic","","","Monument#Insolite#À essayer",""
"L'Imprévu","31 Rue de Sambre-et-Meuse, 75010 Paris, France","restaurant","Chansons
Y aller à 19h","","Restaurant#À essayer",""
"Le Vieux Belleville","12 Rue des Envierges, 75020 Paris, France","restaurant","Chansons pendant le dîner franchouillard","","Restaurant#À essayer",""
"Chez Nanchang","143 Rue de Charonne, 75011 Paris, France","restaurant","","","Restaurant#À essayer",""
"Yemma","119 Rue du Chemin Vert, 75011 Paris, France","restaurant","","","Restaurant#À essayer",""
"Tranché Rochechouart - Boulangerie engagée","62 Rue Marguerite de Rochechouart, 75009 Paris, France","restaurant","","","Boulangerie#À essayer",""
"Aupa Caminito","31 Rue Cantagrel, 75013 Paris, France","restaurant","Croisant burger","","Restaurant#À essayer",""
"iSSHIN Ramen - spécialites de ramen de Kyushu","168 Rue Montmartre, 75002 Paris, France","restaurant","Jap déco cool ramen","","Restaurant#À essayer",""
"Adn Café","2 Rue de la Carbonnerie, 34000 Montpellier, France","cafe","","","Cafe#À essayer",""
"Les Demoiselles de Montpellier","2 Rue de la Carbonnerie, 34000 Montpellier, France","restaurant","","","Restaurant#Tranquilou#À essayer",""
"café arcade","Près de 51 Rue de l'Aiguillerie, 34000 Montpellier, France","generic","","","Cafe#Jeux#À essayer",""
"HAKKO","20 Rue Jacques Cœur, 34000 Montpellier, France","restaurant","Vegetarien","","Restaurant#À essayer",""
"Shoyu","6 Rue de l'Université Premier Canton, 34000 Montpellier, France","restaurant","Gyoza","","Restaurant#À essayer",""
"Mireille","44 Rue de l'Aiguillerie, 34000 Montpellier, France","generic","","","Cafe#Restaurant#Tranquilou#À essayer",""
"Sarl la Chouette Parenthese","15 Boulevard Louis Blanc, 34000 Montpellier, France","fastfood","","","Kids#À essayer",""
"Green Lab","2 Rue de l'Université, 34000 Montpellier, France","restaurant","","","Grignotage#À essayer",""
"Rosemarie","3 Rue des Sœurs Noires, 34000 Montpellier, France","restaurant","","","Restaurant#À essayer",""
"Empanadas Club","15 Rue de Ratte, 34000 Montpellier, France","restaurant","","","Restaurant#À essayer",""
"Coldrip food and coffee","4 Rue Glaize, 34000 Montpellier, France","restaurant","","","Brunch#Cafe#À essayer",""
"La Panacée","14 Rue de l'École de Pharmacie, 34000 Montpellier, France","restaurant","","","Bar#Cafe#Kids#Tranquilou#À essayer",""
"Quai de Verdanson (Quai du Verdanson)","Rue Proudhon, 34090 Montpellier, France","business","Balade streetart
Départ : sous l’arrêt de tramway ligne 2 Les Aubes.","","Insolite#À essayer",""
"Villa des Cent Regards","1000 Rue de la Roqueturière, 34090 Montpellier, France","generic","","","Kids#Monument#À essayer",""
"Bar A Photo","29 ter Rue Lakanal, 34090 Montpellier, France","generic","14h-18h","","Cafe#Musee",""
"Bibliotheque Nationale de France","58 Rue de Richelieu, 75002 Paris, France","generic","","","Coworking#À essayer",""
"MAIF Social Club","37 Rue de Turenne, 75003 Paris, France","generic","","","Coworking#À essayer",""
"MAIF","64 Rue Planchât, 75020 Paris, France","generic","","","Coworking",""
"The Place to...","47 Avenue de Wagram, 75017 Paris, France","restaurant","","","Coworking#Cafe#Restaurant",""
"L'Open Café","10 Passage du Marché, 75010 Paris, France","restaurant","","","Coworking#Cafe#Restaurant",""
"café caché ","village Saint Paul près de 9 Rue Saint-Paul, 75004 Paris, France","generic","Seulement le midi >15h","","Restaurant#Tranquilou#À essayer",""
"Amonē","13 Rue Chappe, 75018 Paris, France","restaurant","Bar à cordon bleu","","Grignotage#À essayer",""
"Alma the Chimney Cake Factory","59 Boulevard Beaumarchais, 75003 Paris, France","cafe","Rouleaux hongrois","","Boulangerie#À essayer",""
"Le 4 Casino","4 Avenue Franklin Delano Roosevelt, 75008 Paris, France","shopping","","","Coworking#À essayer",""
"Lim Sept","7 Rue Jules Romains, 75019 Paris, France","restaurant","Chinois conseillé par guide du quartier ","","Restaurant#À essayer",""
"Le comptoir à perles","Près de 92 Rue de Marguerite de Rochechouart, 75009 Paris, France","generic","Pièces détachées pour bijoux","","Boutique#À essayer",""
"chiche","29 bis Rue du Château d'Eau, 75010 Paris, France","restaurant","Israélien ","","Grignotage#Sandwich#Restaurant",""
"wanted cafe","Près de 70 Rue du Faubourg Saint-Martin, 75010 Paris, France","generic","","","Bar#Cafe#Restaurant#Tranquilou#À essayer",""
"Biocoop Paradis","29 Rue de Paradis, 75010 Paris, France","supermarket","","","Bidules#À essayer",""
"Cali Uptown","36 rue de paradis, Paris 75010","restaurant","","","Restaurant#Tranquilou",""
"libertino","Près de 33 Rue de Paradis, 75010 Paris, France","generic","Big mamma... ","","Restaurant#À essayer",""
"chikin","Près de 62 Rue du Faubourg Poissonnière, 75010 Paris, France","generic","Coréen ? ","","Restaurant#Grignotage#À essayer",""
"cimetière juif caché ","44 Avenue de Flandre, 75019 Paris, France","geocode","Inaccesible dans cœur d'immeuble","","A voir#Monument#Insolite#À essayer",""
"Chez Véro","33 Rue Ramponeau, 75020 Paris, France","restaurant","Conseillé par Marie Charlotte ","","Restaurant#À essayer",""
"Chez Bill","45 Rue du Télégraphe, 75020 Paris, France","restaurant","Sandwich ultra moelleux mon petit vingtième ","","Sandwich#À essayer",""
"Le Shack","4 Imp. Sandrie, 75009 Paris, France","restaurant","Pseudo speakeasy ","","Coworking#Bar#À essayer",""
"HUBSY République","9bis Rue Lucien Sampaix, 75010 Paris, France","generic","","","Coworking",""
"Wojo","22 Rue Faidherbe, 75011 Paris, France","business","","","Coworking#À essayer",""
"Polar Playground","16891 Beach Blvd, Huntington Beach, CA 92647, United States","restaurant","Barbapapa dingo","","Grignotage",""
"Dumpling Queen","22 Rue de l'Échiquier, 75010 Paris, France","generic","","","À essayer#Restaurant",""
"LE COMPTOIR DES LETTRES","52 Boulevard Saint-Marcel, 75005 Paris, France","shopping","","","Bidules",""
"La Gueule Enfarinée","57 Rue Pixérécourt, 75020 Paris, France","restaurant","","","À essayer#Boulangerie",""
"monsieur L","8 Rue du Languedoc, 31000 Toulouse, France","geocode","Hotdogs","","À essayer#Grignotage",""
"chez ann","10 Rue de Paradis, 75010 Paris, France","generic","Raviolis","","À essayer#Restaurant",""
"XiaoLongKan","8 Rue Saint-Marc, 75002 Paris, France","restaurant","Truc cool de gabriel","","À essayer#Restaurant",""
"O'Fleures de Magenta","29 bis Boulevard de Magenta, 75010 Paris, France","shopping","","","Bidules",""
"Bleuet Coquelicot","10 Rue de la Grange aux Belles, 75010 Paris, France","shopping","","","Bidules",""
"Fioretti","18 Avenue Secrétan, 75019 Paris, France","shopping","","","Bidules",""
"Magasin Général","19 Rue Béranger, 75003 Paris, France","generic","","","Bidules",""
"la recolte citadine","75020 Paris, France","geocode","","","À essayer#Cafe#Grignotage#Restaurant",""
"Bomaye ","16 Rue de Paradis Paris 75010","restaurant","Burgers africains ","","À essayer#Restaurant",""
"aux délices de bretagne","Près de 10 Rue Amiral de Boissoudy, 58200 Cosne-Cours-sur-Loire, France","generic","","","Restaurant",""
"coffee cheesecake ","6 Rue Saint-Paul, 75004 Paris, France","generic","","","Cafe#Tranquilou",""
"cantine sicilienne ","Près de 49 Rue Orfila, 75020 Paris, France","generic","","","Restaurant",""
"Guo Xin, Restaurant raviolis","47 Rue de Belleville, 75019 Paris, France","restaurant","","","Tranquilou",""
"Horloge astronomique de Prague","Staroměstské náměstí 1/3, 110 00 Praha, Česká republika","geocode","","","A voir",""
"Lucerne - musée suisse des transports","Lidostrasse 5, 6006 Lucerne, Suisse","museum","","","A visiter#Musee",""
"Monique et Myrtille","83 Rue Orfila, 75020 Paris, France","restaurant","","","À essayer#Tranquilou#Cafe",""
"La Green Touch","20 Rue de Reuilly, 75012 Paris, France","shopping","","","Bidules",""
"MAISON DU ZERO DECHET","1 Passage Emma Calve, 75012 Paris, France","generic","","","A voir#Bidules",""
"Super Frais","8 Rue Levert, 75020 Paris, France","shopping","","","Grignotage",""
"KERN","35 Rue de Châteaudun, 75009 Paris, France","restaurant","","","Grignotage",""
"mam","1 Rue du Rempart Villeneuve, 31000 Toulouse, France","geocode","Croques foufous","","Restaurant#Grignotage",""
"Lake Iseo","Lac d'Iseo, Italie","geocode","","","A visiter",""
"Bellagio","22021 Bellagio CO, Italia","train","","","A visiter",""
"Dôme de Milan","Piazza del Duomo, 20122 Milano, Italia","worship","","","A visiter#Monument",""
"BO&MIE","359 Rue Saint-Martin, 75003 Paris, France","restaurant","","","À essayer#Boulangerie#Tranquilou",""
"la maison milie","Près de 28 Rue de la Vieuville, 75018 Paris, France","generic","","","Grignotage#Cafe#Tranquilou",""
"spree","Près de 14 Rue de la Vieuville, 75018 Paris, France","generic","Piadine (13€)
Avocado toast...
","","Restaurant#Tranquilou#Cafe",""
"Bouillon Pigalle","22 Boulevard de Clichy, 75018 Paris, France","restaurant","","","Restaurant",""
"sylon","Près de 2 Rue Piémontési, 75018 Paris, France","generic","","","Grignotage#Cafe#Tranquilou",""
"au fond du jardin","39 rue pelleport 75020 Paris, France","geocode","","","À essayer#Restaurant",""
"Charroux, Nouvelle-Aquitaine, France","Nouvelle-Aquitaine, France","geocode","","","A voir#Village mignon",""
"21 Martorell","21 Rue de Douai, 75009 Paris, France","restaurant","Crêperie pancakes très bon","","Restaurant#Tranquilou",""
"restes couvent","14 Rue Pierre Nicole, 75005 Paris, France","geocode","Metronome:
Crypté dans le parking
Fragments de mur et rosace da's la cour. ","","A voir",""
"Les Roches","1 Route de la Sioule, 63560 Servant, France","generic","Resto anglais au bord de l'eau très mignon mais bord de route","","Restaurant",""
